#time, temperature
0.01, 72.050
0.24, 72.050
0.46, 72.050
0.68, 72.050
0.91, 72.050
1.13, 72.050
1.36, 72.050
1.58, 72.050
1.80, 72.050
2.03, 72.050
2.26, 72.050
2.49, 72.050
2.71, 72.050
2.94, 72.050
3.17, 72.050
3.39, 72.050
3.62, 72.275
3.84, 72.050
4.06, 72.050
4.29, 72.050
4.51, 72.050
4.74, 72.050
4.96, 72.050
5.19, 72.050
5.42, 72.275
5.65, 72.050
5.88, 72.050
6.10, 72.275
6.32, 72.050
6.55, 72.050
6.77, 72.050
6.99, 72.275
7.22, 72.050
7.44, 72.050
7.66, 72.050
7.89, 72.050
8.12, 72.050
8.34, 72.050
8.57, 72.050
8.79, 72.050
9.02, 72.275
9.24, 72.275
9.46, 72.275
9.69, 72.050
9.91, 72.275
10.14, 72.050
10.36, 72.050
10.59, 72.050
10.81, 72.275
11.04, 72.050
11.26, 72.050
11.48, 72.275
11.71, 72.050
11.93, 72.050
12.15, 72.050
12.38, 72.050
12.60, 72.275
12.83, 72.050
13.06, 72.050
13.28, 72.050
13.51, 72.050
13.73, 72.050
13.96, 72.050
14.18, 72.050
14.41, 72.050
14.63, 72.275
14.86, 72.050
15.08, 72.050
15.30, 72.050
15.53, 72.050
15.76, 72.050
15.99, 72.050
16.22, 72.050
16.44, 72.050
16.67, 72.050
16.89, 72.050
17.12, 72.050
17.35, 72.275
17.57, 72.275
17.79, 72.050
18.01, 72.050
18.24, 72.050
18.46, 72.050
18.68, 72.050
18.91, 72.050
19.13, 72.050
19.35, 72.050
19.57, 72.050
19.80, 72.050
20.02, 72.050
20.25, 72.050
20.48, 72.050
20.70, 72.050
20.92, 72.050
21.15, 72.050
21.37, 72.050
21.59, 72.050
21.82, 72.050
22.04, 72.050
22.27, 72.050
22.49, 72.050
22.71, 72.050
22.94, 72.050
23.17, 72.050
23.39, 72.050
23.61, 72.050
23.84, 72.050
24.06, 72.050
24.28, 72.050
24.51, 72.050
24.73, 72.050
24.96, 72.050
25.18, 72.050
25.40, 71.825
25.63, 72.050
25.85, 72.050
26.07, 72.050
26.30, 72.050
26.52, 72.050
26.74, 72.050
26.97, 72.050
27.19, 72.050
27.42, 72.050
27.64, 72.050
27.86, 72.050
28.09, 72.050
28.31, 72.050
28.53, 72.050
28.76, 72.050
28.98, 72.050
29.21, 72.050
29.43, 72.050
29.66, 72.050
29.88, 72.275
30.10, 72.050
30.33, 72.050
30.55, 72.050
30.77, 72.050
31.00, 72.050
31.22, 72.050
31.44, 72.050
31.67, 72.050
31.89, 72.050
32.12, 72.050
32.34, 72.050
32.56, 72.050
32.79, 72.050
33.01, 72.050
33.23, 72.275
33.46, 72.050
33.68, 72.050
33.90, 72.050
34.13, 72.050
34.35, 72.050
34.58, 72.050
34.80, 72.050
35.03, 72.050
35.25, 72.050
35.48, 72.050
35.71, 72.050
35.93, 72.050
36.15, 72.050
36.38, 72.275
36.60, 72.050
36.82, 72.050
37.05, 72.275
37.27, 72.050
37.49, 72.050
37.71, 72.050
37.94, 72.050
38.16, 72.050
38.39, 72.050
38.61, 72.050
38.83, 72.050
39.06, 72.050
39.28, 72.050
39.51, 72.050
39.74, 72.050
39.96, 72.050
40.19, 72.050
40.41, 72.050
40.64, 72.050
40.86, 72.050
41.09, 72.050
41.31, 72.050
41.53, 72.275
41.76, 72.050
41.98, 72.050
42.21, 71.825
42.43, 72.050
42.65, 72.050
42.88, 72.050
43.10, 72.050
43.32, 72.275
43.55, 72.050
43.77, 72.050
44.00, 71.825
44.22, 72.050
44.44, 72.050
44.67, 72.050
44.89, 72.050
45.12, 72.050
45.34, 72.050
45.56, 72.050
45.78, 72.050
46.01, 72.050
46.24, 72.050
46.46, 72.050
46.69, 72.050
46.91, 72.050
47.14, 72.050
47.36, 72.050
47.59, 72.050
47.81, 72.050
48.03, 72.050
48.26, 72.050
48.49, 72.050
48.71, 72.050
48.94, 72.050
49.16, 72.050
49.38, 71.825
49.61, 72.050
49.83, 72.050
50.05, 72.050
50.28, 72.050
50.51, 72.050
50.74, 72.050
50.96, 72.050
51.18, 72.050
51.41, 72.050
51.63, 72.050
51.86, 72.050
52.08, 72.275
52.31, 72.050
52.53, 72.050
52.75, 72.050
52.98, 72.050
53.20, 72.050
53.43, 72.050
53.65, 72.050
53.87, 72.050
54.10, 72.050
54.32, 72.050
54.55, 72.050
54.77, 72.050
54.99, 72.050
55.22, 72.050
55.44, 72.050
55.66, 72.050
55.89, 71.825
56.11, 72.050
56.33, 72.050
56.56, 72.050
56.78, 72.050
57.01, 72.050
57.23, 72.050
57.45, 72.050
57.67, 72.050
57.90, 72.050
58.13, 72.050
58.35, 72.050
58.58, 72.050
58.81, 72.050
59.03, 72.050
59.25, 72.050
59.48, 72.050
59.70, 72.050
59.92, 72.050
60.15, 72.050
60.37, 72.050
60.60, 72.050
60.82, 72.050
61.04, 72.050
61.27, 71.825
61.49, 72.050
61.72, 72.050
61.95, 72.050
62.17, 72.050
62.39, 72.050
62.62, 72.050
62.84, 72.050
63.06, 72.050
63.29, 72.050
63.51, 72.050
63.74, 72.050
63.96, 72.050
64.18, 72.275
64.41, 72.050
64.63, 72.050
64.85, 72.050
65.08, 72.050
65.30, 72.050
65.53, 72.050
65.75, 72.050
65.97, 71.825
66.20, 72.050
66.42, 72.050
66.64, 72.050
66.87, 72.050
67.09, 72.275
67.31, 72.050
67.54, 72.050
67.76, 72.050
67.98, 72.050
68.21, 72.050
68.43, 72.275
68.66, 71.825
68.88, 72.050
69.10, 72.050
69.32, 72.050
69.55, 72.050
69.78, 72.050
70.01, 72.050
70.24, 72.050
70.46, 72.050
70.68, 72.050
70.91, 72.050
71.13, 72.050
71.36, 72.050
71.59, 72.275
71.82, 72.050
72.04, 72.050
72.26, 72.050
72.49, 72.050
72.71, 72.050
72.94, 72.050
73.16, 72.050
73.39, 72.050
73.61, 72.050
73.83, 72.050
74.06, 72.050
74.28, 72.050
74.51, 72.050
74.73, 72.050
74.96, 72.050
75.19, 72.050
75.41, 72.050
75.64, 72.050
75.86, 72.050
76.09, 72.050
76.31, 72.050
76.53, 72.050
76.76, 72.050
76.98, 72.050
77.20, 72.050
77.43, 72.050
77.65, 72.050
77.87, 72.050
78.10, 72.050
78.32, 72.050
78.55, 72.050
78.77, 72.050
79.00, 72.050
79.23, 72.050
79.45, 72.050
79.67, 72.050
79.90, 72.050
80.12, 71.825
80.34, 72.050
80.57, 72.050
80.79, 72.050
81.01, 72.050
81.24, 72.050
81.46, 72.050
81.68, 72.050
81.90, 72.275
82.13, 72.050
82.35, 72.050
82.57, 72.050
82.80, 72.050
83.02, 72.050
83.24, 72.050
83.46, 72.050
83.69, 72.050
83.91, 72.050
84.13, 72.050
84.35, 72.050
84.58, 72.050
84.80, 72.050
85.02, 71.825
85.24, 72.050
85.47, 72.050
85.69, 72.050
85.91, 72.050
86.14, 72.050
86.36, 72.050
86.58, 72.050
86.80, 72.050
87.03, 72.050
87.25, 72.050
87.47, 72.050
87.70, 71.825
87.92, 72.050
88.14, 72.050
88.37, 72.050
88.59, 72.050
88.82, 72.050
89.05, 72.050
89.27, 72.050
89.50, 72.050
89.72, 72.050
89.94, 72.050
90.17, 72.050
90.39, 72.050
90.62, 72.050
90.84, 72.050
91.06, 72.050
91.29, 72.050
91.51, 72.050
91.73, 72.050
91.96, 72.050
92.18, 72.050
92.40, 72.050
92.63, 72.050
92.85, 72.275
93.08, 72.050
93.30, 72.050
93.52, 72.050
93.75, 72.050
93.97, 72.050
94.20, 72.050
94.42, 72.050
94.65, 72.050
94.87, 72.050
95.09, 72.050
95.32, 71.825
95.54, 72.050
95.77, 72.050
96.00, 72.050
96.22, 72.050
96.45, 72.050
96.67, 72.050
96.90, 72.050
97.12, 72.050
97.34, 72.050
97.57, 72.050
97.79, 72.050
98.02, 72.050
98.25, 72.050
98.47, 72.050
98.69, 72.050
98.92, 72.050
99.14, 72.050
99.36, 72.050
99.59, 72.050
99.81, 72.050
100.03, 72.050
100.26, 72.050
100.49, 72.050
100.71, 72.050
100.93, 72.050
101.16, 72.050
101.38, 72.050
101.61, 72.050
101.83, 72.050
102.05, 72.050
102.28, 72.050
102.50, 72.050
102.72, 72.050
102.95, 71.825
103.17, 72.050
103.39, 72.050
103.62, 72.050
103.84, 72.050
104.06, 72.050
104.29, 72.050
104.51, 72.050
104.74, 72.050
104.96, 72.050
105.18, 72.050
105.41, 72.050
105.63, 71.825
105.85, 72.050
106.08, 72.050
106.31, 71.825
106.53, 71.825
106.75, 72.050
106.98, 72.050
107.20, 72.050
107.43, 72.050
107.66, 72.050
107.89, 72.050
108.11, 72.050
108.33, 72.050
108.56, 72.050
108.78, 72.050
109.01, 72.050
109.23, 72.050
109.46, 72.050
109.69, 72.050
109.91, 72.050
110.14, 72.050
110.37, 72.050
110.59, 72.050
110.81, 72.050
111.04, 72.050
111.26, 72.050
111.48, 72.050
111.71, 72.050
111.93, 72.050
112.15, 72.050
112.38, 72.050
112.61, 72.050
112.83, 72.050
113.06, 72.050
113.28, 72.050
113.51, 72.050
113.73, 72.050
113.95, 72.050
114.18, 72.050
114.40, 72.050
114.62, 71.825
114.85, 72.050
115.07, 72.050
115.29, 72.050
115.52, 72.050
115.74, 72.050
115.97, 72.050
116.20, 71.825
116.42, 72.050
116.65, 72.050
116.87, 72.050
117.10, 71.825
117.32, 72.050
117.54, 72.050
117.77, 71.825
118.00, 72.050
118.22, 72.050
118.44, 72.050
118.67, 72.050
118.89, 72.050
119.12, 72.050
119.34, 72.050
119.57, 72.050
119.79, 72.050
120.02, 72.050
120.24, 72.050
120.47, 72.050
120.69, 72.050
120.92, 72.050
121.14, 72.050
121.37, 72.050
121.59, 72.050
121.81, 71.825
122.04, 72.050
122.27, 72.050
122.50, 71.825
122.72, 72.050
122.95, 72.050
123.18, 72.050
123.40, 72.050
123.62, 72.050
123.85, 72.050
124.07, 71.825
124.29, 71.825
124.52, 72.050
124.74, 71.825
124.96, 72.050
125.19, 72.050
125.41, 72.050
125.64, 71.825
125.86, 72.050
126.08, 72.050
126.31, 71.825
126.54, 72.050
126.76, 72.050
126.98, 72.050
127.21, 72.050
127.43, 72.050
127.65, 71.825
127.88, 71.825
128.10, 71.825
128.32, 72.050
128.55, 72.050
128.78, 72.050
129.00, 72.050
129.22, 72.050
129.45, 72.050
129.68, 72.050
129.90, 72.050
130.13, 71.825
130.35, 72.050
130.57, 72.050
130.80, 72.050
131.02, 72.050
131.25, 72.050
131.47, 72.050
131.69, 72.050
131.92, 72.050
132.14, 72.050
132.36, 72.050
132.59, 71.825
132.81, 72.050
133.04, 72.050
133.26, 72.050
133.48, 72.050
133.70, 72.050
133.93, 72.050
134.15, 72.050
134.37, 72.050
134.60, 72.050
134.82, 72.050
135.05, 72.050
135.27, 71.825
135.49, 72.050
135.72, 72.050
135.94, 71.825
136.16, 71.825
136.39, 72.050
136.62, 72.050
136.84, 72.050
137.07, 72.050
137.29, 72.050
137.51, 72.050
137.74, 72.050
137.96, 72.050
138.18, 72.050
138.41, 72.050
138.63, 72.050
138.86, 72.050
139.08, 72.050
139.31, 71.825
139.54, 72.050
139.76, 71.825
139.98, 72.050
140.21, 72.050
140.43, 72.050
140.66, 72.050
140.88, 72.050
141.10, 72.050
141.33, 72.050
141.55, 72.050
141.78, 72.050
142.00, 71.825
142.22, 71.825
142.45, 72.050
142.67, 71.825
142.89, 72.050
143.11, 72.050
143.34, 72.050
143.56, 72.050
143.78, 72.050
144.01, 72.050
144.23, 72.050
144.46, 71.825
144.68, 72.050
144.91, 72.050
145.13, 72.050
145.36, 72.050
145.58, 72.050
145.81, 71.825
146.03, 72.050
146.25, 72.050
146.48, 72.050
146.71, 72.050
146.93, 72.050
147.15, 72.050
147.38, 72.050
147.61, 72.050
147.83, 71.825
148.06, 72.050
148.28, 72.050
148.50, 72.050
148.73, 71.825
148.96, 72.050
149.18, 72.050
149.41, 72.050
149.63, 72.050
149.85, 71.825
150.08, 71.825
150.30, 72.050
150.53, 71.825
150.75, 72.050
150.97, 72.050
151.20, 72.050
151.43, 72.050
151.66, 72.050
151.89, 72.050
152.11, 72.050
152.34, 72.050
152.57, 72.050
152.79, 72.050
153.01, 72.050
153.23, 72.050
153.46, 72.050
153.69, 71.825
153.91, 72.050
154.13, 72.050
154.36, 72.050
154.58, 72.050
154.80, 72.050
155.02, 72.050
155.25, 72.050
155.47, 71.825
155.69, 72.050
155.91, 72.050
156.14, 72.050
156.36, 72.050
156.58, 72.050
156.81, 72.050
157.04, 72.050
157.27, 72.050
157.49, 72.050
157.71, 71.825
157.93, 72.050
158.16, 72.050
158.38, 72.050
158.61, 71.825
158.83, 71.825
159.05, 72.050
159.28, 71.825
159.50, 72.050
159.73, 71.825
159.95, 72.050
160.18, 71.825
160.40, 71.825
160.62, 72.050
160.85, 72.050
161.07, 72.050
161.29, 72.050
161.52, 71.825
161.74, 72.050
161.97, 72.050
162.19, 72.050
162.41, 72.050
162.64, 72.050
162.86, 72.050
163.08, 72.050
163.31, 72.050
163.53, 72.050
163.76, 72.050
163.98, 72.050
164.21, 72.050
164.43, 71.825
164.66, 72.050
164.88, 72.050
165.10, 72.050
165.33, 72.050
165.55, 72.050
165.77, 72.050
166.00, 72.050
166.22, 72.050
166.45, 71.825
166.67, 71.825
166.89, 72.050
167.12, 72.050
167.34, 72.050
167.56, 72.050
167.79, 72.050
168.01, 72.050
168.24, 72.050
168.46, 72.050
168.68, 71.825
168.91, 72.050
169.13, 72.050
169.35, 72.050
169.58, 72.050
169.81, 72.050
170.03, 72.050
170.25, 71.825
170.48, 72.050
170.70, 72.050
170.92, 72.050
171.15, 72.050
171.37, 72.050
171.59, 72.050
171.81, 72.050
172.04, 72.050
172.27, 71.825
172.50, 72.050
172.72, 72.050
172.95, 72.050
173.17, 71.825
173.39, 72.050
173.61, 72.050
173.84, 71.825
174.06, 71.825
174.29, 72.050
174.51, 72.050
174.73, 72.050
174.96, 72.050
175.18, 72.050
175.40, 72.050
175.62, 71.825
175.85, 72.050
176.08, 72.050
176.30, 72.050
176.52, 72.050
176.75, 71.825
176.97, 72.050
177.19, 71.825
177.42, 72.050
177.64, 71.825
177.86, 72.050
178.09, 72.050
178.31, 72.050
178.54, 72.050
178.76, 72.050
178.98, 72.050
179.21, 71.825
179.44, 71.825
179.67, 72.050
179.89, 71.825
180.11, 72.050
180.33, 72.050
180.56, 72.050
180.78, 71.825
181.01, 72.050
181.24, 71.825
181.46, 71.825
181.69, 72.050
181.91, 72.050
182.14, 72.050
182.36, 71.825
182.59, 72.050
182.81, 72.050
183.04, 72.050
183.26, 72.050
183.48, 72.050
183.71, 72.050
183.93, 71.825
184.15, 71.825
184.38, 72.050
184.60, 71.825
184.83, 72.050
185.05, 71.825
185.27, 71.825
185.50, 72.050
185.72, 72.050
185.94, 71.825
186.17, 72.050
186.39, 72.050
186.62, 72.050
186.84, 71.825
187.06, 72.050
187.29, 72.050
187.51, 72.050
187.74, 71.825
187.96, 71.825
188.18, 71.825
188.41, 71.825
188.63, 71.825
188.86, 72.050
189.08, 71.825
189.31, 71.825
189.54, 72.050
189.76, 71.825
189.99, 71.825
190.21, 72.050
190.43, 72.050
190.66, 72.050
190.88, 72.050
191.10, 72.050
191.32, 72.050
191.55, 72.050
191.78, 72.050
192.01, 72.050
192.23, 71.825
192.45, 72.050
192.68, 71.825
192.90, 72.050
193.12, 72.050
193.35, 72.050
193.57, 72.050
193.80, 72.050
194.02, 72.050
194.25, 72.050
194.47, 71.825
194.70, 72.050
194.92, 71.825
195.15, 72.050
195.37, 72.050
195.60, 71.825
195.83, 72.050
196.05, 72.050
196.27, 72.050
196.50, 71.825
196.72, 72.050
196.95, 72.050
197.17, 71.825
197.40, 71.825
197.62, 72.050
197.84, 71.825
198.07, 72.050
198.29, 72.050
198.52, 71.825
198.74, 71.825
198.97, 72.050
199.19, 72.050
199.42, 72.050
199.64, 72.050
199.86, 72.050
200.09, 72.050
200.31, 72.050
200.54, 72.050
200.76, 72.050
200.98, 71.825
201.21, 72.050
201.43, 71.825
201.66, 72.050
201.88, 72.050
202.11, 72.050
202.33, 72.050
202.55, 72.050
202.78, 71.825
203.00, 72.050
203.22, 72.050
203.45, 72.050
203.67, 72.050
203.90, 71.825
204.12, 72.050
204.34, 72.050
204.57, 72.050
204.79, 72.050
205.01, 71.825
205.24, 72.050
205.46, 71.825
205.69, 72.050
205.91, 72.050
206.14, 72.050
206.36, 71.825
206.59, 72.050
206.81, 72.050
207.03, 72.050
207.25, 72.050
207.48, 71.825
207.71, 71.825
207.93, 71.825
208.15, 72.050
208.38, 72.050
208.60, 72.050
208.82, 71.825
209.05, 72.050
209.27, 71.825
209.50, 72.050
209.73, 72.050
209.95, 72.050
210.17, 72.050
210.40, 72.050
210.62, 71.825
210.84, 72.050
211.07, 72.050
211.29, 72.050
211.52, 72.050
211.74, 71.825
211.96, 72.050
212.19, 72.050
212.41, 72.050
212.63, 72.050
212.86, 72.050
213.08, 71.825
213.30, 72.050
213.53, 72.050
213.75, 72.050
213.98, 72.050
214.20, 72.050
214.42, 71.825
214.65, 72.050
214.87, 71.825
215.10, 72.050
215.32, 71.825
215.54, 72.050
215.77, 72.050
215.99, 72.050
216.21, 71.825
216.44, 72.050
216.66, 72.050
216.89, 72.050
217.11, 71.825
217.33, 72.050
217.56, 71.825
217.78, 71.825
218.00, 71.825
218.23, 72.050
218.45, 72.050
218.67, 72.050
218.90, 71.825
219.12, 72.050
219.35, 72.050
219.57, 72.050
219.79, 72.050
220.02, 71.825
220.24, 72.050
220.46, 71.825
220.69, 71.825
220.91, 72.050
221.14, 72.050
221.36, 71.825
221.58, 72.050
221.81, 72.050
222.03, 71.825
222.26, 71.825
222.48, 72.050
222.70, 71.825
222.93, 72.050
223.15, 71.825
223.37, 71.825
223.60, 72.050
223.82, 72.050
224.05, 72.050
224.27, 72.050
224.49, 72.050
224.72, 72.050
224.94, 72.050
225.16, 71.825
225.39, 72.050
225.61, 72.050
225.83, 71.825
226.06, 71.825
226.28, 72.050
226.51, 72.050
226.73, 71.825
226.95, 72.050
227.18, 72.050
227.40, 71.825
227.63, 72.050
227.85, 72.050
228.07, 71.825
228.30, 72.050
228.52, 72.050
228.74, 72.050
228.97, 72.050
229.19, 71.825
229.42, 72.050
229.64, 71.825
229.86, 72.050
230.09, 71.825
230.31, 71.825
230.53, 72.050
230.76, 72.050
230.98, 71.825
231.21, 72.050
231.43, 71.825
231.65, 71.825
231.88, 71.825
232.10, 71.825
232.32, 71.825
232.55, 71.825
232.77, 71.825
233.00, 71.825
233.22, 72.050
233.44, 71.825
233.67, 71.825
233.89, 71.825
234.11, 72.050
234.34, 71.825
234.56, 71.825
234.79, 71.825
235.01, 71.825
235.23, 71.825
235.46, 71.825
235.68, 71.825
235.90, 72.050
236.13, 71.825
236.35, 71.825
236.58, 71.825
236.80, 71.825
237.02, 71.825
237.25, 71.825
237.47, 71.825
237.69, 72.050
237.92, 72.050
238.14, 72.050
238.37, 72.050
238.59, 72.050
238.81, 72.050
239.04, 71.825
239.26, 71.825
239.48, 72.050
239.71, 71.825
239.93, 72.050
240.16, 71.825
240.39, 72.050
240.61, 72.050
240.83, 72.050
241.06, 71.825
241.28, 72.050
241.50, 71.825
241.73, 72.050
241.95, 72.050
242.17, 72.050
242.40, 72.050
242.62, 72.050
242.85, 72.050
243.08, 71.825
243.30, 71.825
243.52, 72.050
243.75, 71.825
243.97, 71.825
244.19, 72.050
244.42, 72.050
244.64, 71.825
244.87, 72.050
245.10, 71.825
245.32, 72.050
245.55, 71.600
245.77, 71.825
245.99, 71.825
246.22, 71.825
246.44, 72.050
246.66, 71.825
246.89, 71.825
247.11, 71.825
247.34, 71.825
247.56, 71.825
247.79, 71.825
248.01, 71.825
248.24, 71.825
248.46, 72.050
248.69, 72.050
248.91, 71.825
249.14, 72.050
249.37, 72.050
249.59, 71.825
249.82, 71.825
250.04, 71.825
250.26, 71.825
250.48, 71.825
250.71, 71.825
250.94, 71.825
251.16, 71.825
251.38, 71.825
251.61, 71.825
251.83, 71.825
252.05, 71.825
252.28, 71.825
252.51, 71.825
252.73, 71.825
252.96, 71.825
253.18, 72.050
253.40, 71.825
253.63, 71.825
253.85, 71.825
254.07, 71.825
254.30, 72.050
254.52, 71.825
254.74, 71.825
254.97, 71.825
255.19, 71.825
255.42, 72.050
255.64, 71.825
255.86, 72.050
256.09, 71.825
256.31, 71.825
256.53, 72.050
256.76, 72.050
256.98, 72.050
257.21, 71.825
257.43, 72.050
257.65, 72.050
257.88, 71.825
258.10, 71.825
258.32, 71.825
258.55, 72.050
258.77, 71.825
259.00, 71.825
259.22, 72.050
259.44, 72.050
259.67, 72.275
259.89, 72.050
260.12, 71.825
260.35, 72.050
260.57, 72.050
260.79, 72.050
261.02, 72.050
261.24, 71.825
261.47, 72.050
261.69, 72.050
261.91, 72.050
262.14, 72.275
262.36, 72.275
262.59, 72.050
262.82, 72.050
263.04, 72.050
263.26, 71.825
263.49, 72.050
263.71, 71.825
263.94, 72.050
264.16, 72.050
264.38, 72.050
264.61, 71.825
264.83, 72.050
265.06, 72.050
265.28, 72.050
265.50, 72.050
265.73, 72.050
265.95, 72.050
266.17, 72.050
266.40, 72.050
266.62, 72.050
266.85, 72.275
267.07, 72.275
267.30, 72.050
267.53, 72.275
267.76, 72.050
267.98, 72.275
268.20, 72.275
268.43, 72.050
268.65, 72.275
268.87, 72.050
269.10, 72.275
269.32, 72.275
269.55, 72.050
269.77, 72.050
269.99, 72.275
270.22, 72.275
270.44, 72.275
270.66, 72.050
270.89, 72.275
271.11, 72.050
271.34, 72.275
271.56, 72.275
271.78, 72.275
272.01, 72.275
272.23, 72.275
272.45, 72.050
272.68, 72.275
272.90, 72.050
273.13, 72.275
273.35, 72.275
273.57, 72.275
273.80, 72.275
274.02, 72.275
274.24, 72.275
274.47, 72.050
274.69, 72.050
274.92, 72.275
275.14, 72.275
275.36, 72.050
275.59, 72.275
275.81, 72.275
276.03, 72.275
276.26, 72.275
276.48, 72.050
276.71, 72.050
276.93, 72.275
277.15, 72.050
277.38, 72.050
277.60, 72.275
277.83, 72.275
278.05, 72.050
278.27, 72.275
278.50, 72.275
278.72, 72.275
278.94, 72.275
279.17, 72.050
279.39, 72.275
279.61, 72.275
279.84, 72.275
280.06, 72.275
280.29, 72.275
280.51, 72.275
280.73, 72.050
280.96, 72.275
281.18, 72.275
281.40, 72.275
281.63, 72.275
281.85, 72.275
282.08, 72.275
282.30, 72.275
282.52, 72.500
282.75, 72.500
282.97, 72.500
283.19, 72.275
283.42, 72.500
283.64, 72.500
283.87, 72.725
284.09, 72.500
284.31, 72.500
284.54, 72.500
284.76, 72.500
284.98, 72.500
285.21, 72.500
285.43, 72.500
285.66, 72.500
285.88, 72.500
286.11, 72.275
286.33, 72.500
286.56, 72.500
286.78, 72.275
287.00, 72.275
287.23, 72.500
287.45, 72.500
287.67, 72.275
287.90, 72.275
288.12, 72.500
288.35, 72.500
288.57, 72.500
288.79, 72.500
289.02, 72.500
289.24, 72.500
289.47, 72.500
289.69, 72.500
289.92, 72.275
290.14, 72.275
290.37, 72.275
290.60, 72.500
290.82, 72.500
291.04, 72.500
291.27, 72.500
291.49, 72.500
291.72, 72.500
291.94, 72.500
292.17, 72.725
292.40, 72.725
292.63, 72.725
292.85, 72.500
293.08, 72.500
293.30, 72.500
293.52, 72.500
293.75, 72.500
293.97, 72.500
294.19, 72.500
294.42, 72.500
294.64, 72.725
294.86, 72.500
295.09, 72.500
295.31, 72.275
295.53, 72.725
295.76, 72.500
295.98, 72.500
296.20, 72.500
296.42, 72.725
296.65, 72.500
296.88, 72.725
297.10, 72.725
297.33, 72.500
297.55, 72.500
297.77, 72.500
298.00, 72.500
298.22, 72.500
298.45, 72.500
298.67, 72.725
298.89, 72.500
299.12, 72.500
299.34, 72.500
299.56, 72.500
299.79, 72.500
300.01, 72.500
300.24, 72.500
300.46, 72.500
300.68, 72.500
300.91, 72.500
301.13, 72.275
301.35, 72.500
301.58, 72.500
301.80, 72.500
302.03, 72.500
302.25, 72.500
302.47, 72.500
302.70, 72.500
302.92, 72.500
303.14, 72.500
303.37, 72.500
303.59, 72.500
303.81, 72.500
304.04, 72.500
304.27, 72.500
304.49, 72.500
304.71, 72.500
304.94, 72.500
305.16, 72.500
305.38, 72.500
305.61, 72.725
305.83, 72.500
306.06, 72.500
306.29, 72.500
306.51, 72.500
306.74, 72.725
306.96, 72.500
307.18, 72.500
307.41, 72.500
307.63, 72.500
307.86, 72.725
308.09, 72.500
308.31, 72.500
308.53, 72.725
308.76, 72.500
308.98, 72.500
309.20, 72.500
309.43, 72.500
309.66, 72.725
309.89, 72.500
310.11, 72.500
310.34, 72.725
310.57, 72.500
310.79, 72.725
311.01, 72.500
311.24, 72.500
311.46, 72.500
311.68, 72.725
311.91, 72.725
312.13, 72.500
312.36, 72.500
312.58, 72.725
312.81, 72.725
313.03, 72.500
313.26, 72.725
313.48, 72.500
313.71, 72.725
313.93, 72.500
314.16, 72.500
314.38, 72.725
314.60, 72.500
314.83, 72.500
315.05, 72.500
315.27, 72.500
315.50, 72.500
315.72, 72.725
315.95, 72.725
316.17, 72.500
316.39, 72.725
316.62, 72.500
316.84, 72.500
317.06, 72.500
317.29, 72.500
317.51, 72.500
317.74, 72.500
317.96, 72.725
318.18, 72.725
318.40, 72.725
318.63, 72.500
318.85, 72.275
319.08, 72.725
319.30, 72.725
319.52, 72.500
319.74, 72.725
319.97, 72.500
320.19, 72.725
320.42, 72.725
320.64, 72.725
320.87, 72.500
321.09, 72.500
321.32, 72.725
321.55, 72.725
321.77, 72.725
321.99, 72.725
322.22, 72.725
322.44, 72.725
322.67, 72.725
322.89, 72.500
323.11, 72.725
323.33, 72.725
323.56, 72.725
323.79, 72.725
324.01, 72.725
324.23, 72.725
324.46, 72.725
324.68, 72.725
324.91, 72.725
325.13, 72.725
325.36, 72.725
325.58, 72.725
325.80, 72.725
326.03, 72.725
326.26, 72.725
326.48, 72.725
326.71, 72.725
326.93, 72.725
327.16, 72.725
327.38, 72.725
327.61, 72.725
327.83, 72.725
328.05, 72.725
328.28, 72.950
328.50, 72.950
328.73, 72.950
328.95, 72.725
329.18, 72.950
329.40, 72.950
329.63, 72.950
329.85, 72.950
330.07, 72.725
330.30, 72.950
330.52, 72.950
330.75, 72.950
330.97, 73.175
331.19, 73.175
331.42, 73.175
331.64, 73.175
331.87, 73.175
332.10, 73.175
332.32, 73.400
332.55, 73.625
332.77, 73.400
333.00, 73.400
333.22, 73.175
333.44, 73.400
333.67, 73.400
333.89, 73.400
334.12, 73.400
334.34, 73.400
334.56, 73.400
334.78, 73.625
335.01, 73.625
335.24, 73.625
335.46, 73.625
335.68, 73.625
335.91, 73.625
336.13, 73.625
336.36, 73.850
336.58, 73.850
336.80, 73.850
337.03, 73.625
337.26, 73.850
337.49, 73.850
337.71, 74.075
337.93, 74.075
338.16, 74.075
338.38, 74.075
338.60, 74.075
338.83, 74.075
339.06, 74.075
339.28, 74.300
339.50, 74.300
339.73, 74.300
339.96, 74.300
340.18, 74.300
340.41, 74.525
340.64, 74.525
340.86, 74.525
341.09, 74.525
341.31, 74.525
341.54, 74.525
341.77, 74.750
342.00, 74.750
342.22, 74.750
342.44, 74.975
342.67, 74.975
342.89, 74.975
343.11, 74.975
343.34, 74.975
343.56, 74.975
343.79, 74.975
344.01, 74.975
344.23, 74.975
344.46, 74.975
344.68, 74.975
344.91, 74.975
345.13, 74.975
345.35, 74.975
345.58, 75.200
345.80, 75.200
346.02, 75.200
346.25, 75.200
346.47, 75.425
346.70, 75.425
346.92, 75.650
347.14, 75.875
347.37, 75.650
347.59, 75.875
347.81, 75.650
348.04, 75.875
348.26, 75.875
