# time,freq,temptime,freq,temp
1488065657.22,11060359,28.5
1488065658.23,11060358,28.5
1488065659.23,11060359,28.5
1488065660.22,11060358,28.5
1488065661.21,11060360,28.5
1488065662.21,11060357,28.5
1488065663.22,11060360,28.5
1488065664.22,11060357,28.5
1488065665.21,11060360,28.5
1488065666.21,11060357,28.5
1488065667.22,11060360,28.5
1488065668.21,11060357,28.5
1488065669.23,11060360,28.5
1488065670.22,11060357,28.5
1488065671.22,11060360,28.5
1488065672.22,11060357,28.5
1488065673.23,11060360,28.5
1488065674.22,11060358,28.5
1488065675.22,11060359,28.5
1488065676.23,11060358,28.5
1488065677.23,11060359,28.5
1488065678.23,11060358,28.5
1488065679.22,11060359,28.5
1488065680.21,11060358,28.5
1488065681.22,11060359,28.5
1488065682.22,11060358,28.5
1488065683.21,11060360,28.5
1488065684.23,11060357,28.5
1488065685.22,11060360,28.5
1488065686.22,11060357,28.5
1488065687.23,11060360,28.5
1488065688.21,11060357,28.5
1488065689.22,11060360,28.5
1488065690.22,11060357,28.5
1488065691.23,11060360,28.5
1488065692.23,11060357,28.5
1488065693.22,11060360,28.5
1488065694.22,11060358,28.5
1488065695.23,11060359,28.5
1488065696.23,11060358,28.5
1488065697.20,11060359,28.5
1488065698.21,11060358,28.5
1488065699.21,11060359,28.5
1488065700.22,11060357,28.5
1488065701.22,11060360,28.5
1488065702.21,11060357,28.5
1488065703.21,11060360,28.5
1488065704.22,11060357,28.5
1488065705.21,11060360,28.5
1488065706.23,11060357,28.5
1488065707.22,11060360,28.5
1488065708.22,11060357,28.5
1488065709.22,11060360,28.5
1488065710.23,11060357,28.5
1488065711.22,11060360,28.5
1488065712.22,11060357,28.5
1488065713.21,11060360,28.5
1488065714.21,11060357,28.5
1488065715.22,11060359,28.5
1488065716.22,11060358,28.5
1488065717.21,11060359,28.5
1488065718.21,11060358,28.5
1488065719.22,11060359,28.5
1488065720.22,11060357,28.5
1488065721.23,11060360,28.5
1488065722.22,11060357,28.5
1488065723.22,11060360,28.5
1488065724.22,11060357,28.5
1488065725.23,11060360,28.5
1488065726.22,11060357,28.5
1488065727.22,11060360,28.5
1488065728.23,11060357,28.5
1488065729.23,11060359,28.5
1488065730.22,11060358,28.5
1488065731.22,11060359,28.5
1488065732.23,11060358,28.5
1488065733.22,11060359,28.5
1488065734.22,11060357,28.5
1488065735.22,11060360,28.5
1488065736.23,11060357,28.5
1488065737.23,11060359,28.5
1488065738.22,11060358,28.5
1488065739.23,11060359,28.5
1488065740.21,11060357,28.5
1488065741.22,11060360,28.5
1488065742.22,11060357,28.5
1488065743.23,11060360,28.5
1488065744.22,11060357,28.5
1488065745.22,11060359,28.5
1488065746.22,11060358,28.5
1488065747.23,11060359,28.5
1488065748.23,11060357,28.5
1488065749.22,11060360,28.5
1488065750.23,11060357,28.5
1488065751.23,11060360,28.5
1488065752.23,11060357,28.5
1488065753.21,11060359,28.5
1488065754.21,11060357,28.5
1488065755.22,11060360,28.5
1488065756.22,11060357,28.5
1488065757.22,11060359,28.5
1488065758.21,11060358,28.5
1488065759.22,11060359,28.5
1488065760.22,11060357,28.5
1488065761.23,11060360,28.5
1488065762.23,11060357,28.5
1488065763.22,11060360,28.5
1488065764.22,11060357,28.5
1488065765.23,11060359,28.5
1488065766.21,11060357,28.5
1488065767.24,11060360,28.5
1488065768.22,11060357,28.5
1488065769.23,11060359,28.5
1488065770.23,11060358,28.5
1488065771.20,11060359,28.5
1488065772.21,11060357,28.5
1488065773.21,11060360,28.5
1488065774.22,11060357,28.5
1488065775.22,11060359,28.5
1488065776.23,11060357,28.5
1488065777.21,11060360,28.5
1488065778.22,11060357,28.5
1488065779.22,11060359,28.5
1488065780.23,11060357,28.5
1488065781.22,11060360,28.5
1488065782.22,11060357,28.5
1488065783.22,11060359,28.5
1488065784.23,11060357,28.5
1488065785.23,11060360,28.5
1488065786.22,11060357,28.5
1488065787.23,11060359,28.5
1488065788.23,11060357,28.5
1488065789.23,11060359,28.5
1488065790.22,11060357,28.5
1488065791.23,11060360,28.5
1488065792.23,11060357,28.5
1488065793.24,11060359,28.5
1488065794.21,11060357,28.5
1488065795.21,11060360,28.5
1488065796.22,11060357,28.5
1488065797.22,11060359,28.5
1488065798.23,11060357,28.5
1488065799.21,11060359,28.5
1488065800.22,11060357,28.5
1488065801.22,11060360,28.5
1488065802.23,11060357,28.5
1488065803.23,11060359,28.5
1488065804.23,11060357,28.5
1488065805.22,11060359,28.5
1488065806.23,11060357,28.5
1488065807.23,11060358,28.5
1488065808.20,11060359,28.5
1488065809.21,11060359,28.5
1488065810.21,11060357,28.5
1488065811.22,11060359,28.5
1488065812.22,11060357,28.5
1488065813.21,11060359,28.5
1488065814.21,11060357,28.5
1488065815.22,11060359,28.5
1488065816.22,11060357,28.5
1488065817.21,11060359,28.5
1488065818.22,11060357,28.5
1488065819.22,11060360,28.5
1488065820.22,11060356,28.5
1488065821.23,11060360,28.5
1488065822.22,11060357,28.5
1488065823.22,11060359,28.5
1488065824.23,11060357,28.5
1488065825.23,11060359,28.5
1488065826.23,11060357,28.5
1488065827.22,11060359,28.5
1488065828.21,11060357,28.5
1488065829.21,11060359,28.5
1488065830.22,11060357,28.5
1488065831.22,11060359,28.5
1488065832.23,11060357,28.5
1488065833.23,11060359,28.5
1488065834.24,11060357,28.5
1488065835.22,11060359,28.5
1488065836.21,11060357,28.5
1488065837.22,11060360,28.5
1488065838.22,11060356,28.5
1488065839.23,11060360,28.5
1488065840.21,11060357,28.5
1488065841.22,11060359,28.5
1488065842.22,11060357,28.5
1488065843.23,11060359,28.5
1488065844.22,11060357,28.5
1488065845.22,11060359,28.5
1488065846.22,11060357,28.5
1488065847.23,11060359,28.5
1488065848.23,11060357,28.5
1488065849.24,11060359,28.5
1488065850.21,11060357,28.5
1488065851.23,11060359,28.5
1488065852.22,11060356,28.5
1488065853.22,11060360,28.5
1488065854.23,11060356,28.5
1488065855.22,11060359,28.5
1488065856.22,11060357,28.5
1488065857.22,11060359,28.5
1488065858.23,11060357,28.5
1488065859.22,11060359,28.5
1488065860.22,11060357,28.5
1488065861.22,11060359,28.5
1488065862.23,11060357,28.5
1488065863.22,11060359,28.5
1488065864.22,11060357,28.5
1488065865.23,11060359,28.5
1488065866.23,11060357,28.5
1488065867.23,11060359,28.5
1488065868.22,11060357,28.5
1488065869.21,11060359,28.5
1488065870.22,11060357,28.5
1488065871.22,11060359,28.5
1488065872.22,11060356,28.5
1488065873.21,11060359,28.5
1488065874.22,11060357,28.5
1488065875.22,11060359,28.5
1488065876.23,11060357,28.5
1488065877.23,11060359,28.5
1488065878.22,11060357,28.5
1488065879.22,11060359,28.5
1488065880.23,11060357,28.5
1488065881.23,11060359,28.5
1488065882.20,11060356,28.5
1488065883.21,11060359,28.5
1488065884.21,11060357,28.5
1488065885.22,11060359,28.5
1488065886.21,11060357,28.5
1488065887.23,11060359,28.5
1488065888.21,11060356,28.5
1488065889.22,11060359,28.5
1488065890.22,11060357,28.5
1488065891.23,11060359,28.5
1488065892.23,11060357,28.5
1488065893.22,11060358,28.5
1488065894.22,11060357,28.5
1488065895.23,11060359,28.5
1488065896.23,11060357,28.5
1488065897.22,11060359,28.5
1488065898.22,11060356,28.5
1488065899.23,11060359,28.5
1488065900.23,11060357,28.5
1488065901.22,11060359,28.5
1488065902.23,11060356,28.5
1488065903.23,11060359,28.5
1488065904.23,11060357,28.5
1488065905.24,11060359,28.5
1488065906.24,11060356,28.5
1488065907.22,11060359,28.5
1488065908.22,11060357,28.5
1488065909.22,11060355,28.5
